NUM_ART;month_of_year;year_of_calendar;QTE_VTE
66998995;8;2016;8.0
66998995;8;2017;12.0
66998995;8;2018;10.0
66998995;8;2019;12.0
66998995;9;2016;7.0
66998995;9;2017;11.0
66998995;9;2018;19.0
66998995;9;2019;17.0
66998995;10;2016;9.0
66998995;10;2017;22.0
66998995;10;2018;22.0
66998995;10;2019;19.0
66998995;11;2016;8.0
66998995;11;2017;10.0
66998995;11;2018;23.0
66998995;11;2019;7.0
66998995;12;2016;10.0
66998995;12;2017;18.0
66998995;12;2018;12.0
66998995;12;2019;3.0
66999072;1;2017;4.0
66999072;1;2018;8.0
66999072;1;2019;11.0
66999072;1;2020;4.0
66999072;2;2017;1.0
66999072;2;2018;18.0
66999072;2;2019;11.0
66999072;3;2017;1.0
66999072;3;2018;17.0
66999072;3;2019;11.0
66999072;4;2017;3.0
66999072;4;2018;15.0
66999072;4;2019;14.0
66999072;5;2017;2.0
66999072;5;2018;13.0
66999072;5;2019;13.0
66999072;6;2017;4.0
66999072;6;2018;11.0
66999072;6;2019;13.0
66999072;7;2016;0.0
66999072;7;2017;2.0
66999072;7;2018;11.0
66999072;7;2019;12.0
66999072;8;2017;5.0
66999072;8;2018;7.0
66999072;8;2019;9.0
66999072;9;2016;1.0
66999072;9;2017;1.0
66999072;9;2018;12.0
66999072;9;2019;20.0
66999072;10;2017;3.0
66999072;10;2018;12.0
66999072;10;2019;20.0
66999072;11;2016;2.0
66999072;11;2017;4.0
66999072;11;2018;14.0
66999072;11;2019;18.0
66999072;12;2016;1.0
66999072;12;2017;13.0
66999072;12;2018;12.0
66999072;12;2019;18.0
66999093;1;2017;1.0
66999093;1;2019;1.0
66999093;3;2017;3.0
66999093;3;2018;3.0
66999093;3;2019;1.0
66999093;4;2018;2.0
66999093;5;2017;1.0
66999093;5;2018;3.0
66999093;5;2019;1.0
66999093;6;2018;1.0
66999093;6;2019;3.0
66999093;7;2019;5.0
66999093;8;2016;2.0
66999093;8;2019;4.0
66999093;9;2017;1.0
66999093;9;2018;1.0
66999093;9;2019;-1.0
66999093;10;2016;1.0
66999093;10;2017;1.0
66999093;10;2018;2.0
66999093;10;2019;1.0
66999093;11;2018;3.0
66999093;11;2019;1.0
66999093;12;2016;1.0
66999093;12;2018;2.0
66999093;12;2019;1.0
66999114;1;2017;5.0
66999114;1;2018;13.0
66999114;1;2019;11.0
66999114;1;2020;6.0
66999114;2;2017;5.0
66999114;2;2018;10.0
66999114;2;2019;19.0
66999114;3;2017;6.0
66999114;3;2018;12.0
66999114;3;2019;22.0
66999114;4;2017;6.0
66999114;4;2018;14.0
66999114;4;2019;21.0
66999114;5;2017;5.0
66999114;5;2018;16.0
66999114;5;2019;22.0
66999114;6;2017;7.0
66999114;6;2018;22.0
66999114;6;2019;25.0
66999114;7;2016;3.0
66999114;7;2017;8.0
66999114;7;2018;15.0
66999114;7;2019;18.0
66999114;8;2016;6.0
66999114;8;2017;6.0
66999114;8;2018;23.0
66999114;8;2019;20.0
66999114;9;2016;5.0
66999114;9;2017;10.0
66999114;9;2018;26.0
66999114;9;2019;13.0
66999114;10;2016;7.0
66999114;10;2017;16.0
66999114;10;2018;25.0
66999114;10;2019;15.0
66999114;11;2016;4.0
66999114;11;2017;17.0
66999114;11;2018;18.0
66999114;11;2019;22.0
66999114;12;2016;5.0
66999114;12;2017;27.0
66999114;12;2018;34.0
66999114;12;2019;30.0
66999142;1;2017;2.0
66999142;1;2018;1.0
66999142;3;2017;2.0
66999142;3;2018;1.0
66999142;4;2017;1.0
66999142;6;2017;1.0
66999142;7;2019;0.0
66999142;8;2017;0.0
66999142;8;2018;1.0
66999142;12;2016;0.0
66999240;1;2017;3.0
66999240;1;2018;6.0
66999240;1;2019;6.0
66999240;1;2020;1.0
66999240;2;2017;3.0
66999240;2;2018;9.0
66999240;2;2019;5.0
66999240;3;2017;7.0
66999240;3;2018;2.0
66999240;3;2019;6.0
66999240;4;2017;2.0
66999240;4;2018;3.0
66999240;4;2019;6.0
66999240;5;2017;6.0
66999240;5;2018;5.0
66999240;5;2019;4.0
66999240;6;2017;4.0
66999240;6;2018;7.0
66999240;6;2019;4.0
66999240;7;2016;5.0
66999240;7;2017;5.0
66999240;7;2018;4.0
66999240;7;2019;3.0
66999240;8;2016;2.0
66999240;8;2017;5.0
66999240;8;2018;3.0
66999240;8;2019;4.0
66999240;9;2016;6.0
66999240;9;2017;6.0
66999240;9;2018;7.0
66999240;9;2019;4.0
66999240;10;2016;8.0
66999240;10;2017;5.0
66999240;10;2018;3.0
66999240;10;2019;3.0
66999240;11;2016;5.0
66999240;11;2017;6.0
66999240;11;2018;3.0
66999240;11;2019;5.0
66999240;12;2016;4.0
66999240;12;2017;11.0
66999240;12;2018;6.0
66999240;12;2019;2.0
66999254;1;2017;5.0
66999254;1;2018;21.0
66999254;1;2019;21.0
66999254;1;2020;6.0
66999254;2;2017;5.0
66999254;2;2018;25.0
66999254;2;2019;8.0
66999254;3;2017;4.0
66999254;3;2018;40.0
66999254;3;2019;15.0
66999254;4;2018;47.0
66999254;4;2019;15.0
66999254;5;2017;12.0
66999254;5;2018;29.0
66999254;5;2019;23.0
66999254;6;2017;14.0
66999254;6;2018;18.0
66999254;6;2019;17.0
66999254;7;2016;6.0
66999254;7;2017;12.0
66999254;7;2018;35.0
66999254;7;2019;13.0
66999254;8;2016;2.0
66999254;8;2017;24.0
66999254;8;2018;15.0
66999254;8;2019;9.0
66999254;9;2016;10.0
66999254;9;2017;15.0
66999254;9;2018;15.0
66999254;9;2019;8.0
66999254;10;2016;7.0
66999254;10;2017;7.0
66999254;10;2018;15.0
66999254;10;2019;8.0
66999254;11;2016;1.0
66999254;11;2017;23.0
66999254;11;2018;15.0
66999254;11;2019;12.0
66999254;12;2016;10.0
66999254;12;2017;18.0
66999254;12;2018;11.0
66999254;12;2019;46.0
66999282;1;2017;5.0
66999282;1;2018;45.0
66999282;1;2019;35.0
66999282;1;2020;47.0
66999282;2;2017;4.0
66999282;2;2018;35.0
66999282;2;2019;40.0
66999282;3;2017;3.0
66999282;3;2018;57.0
66999282;3;2019;60.0
66999282;4;2017;4.0
66999282;4;2018;30.0
66999282;4;2019;86.0
66999282;5;2017;10.0
66999282;5;2018;42.0
66999282;5;2019;90.0
66999282;6;2017;25.0
66999282;6;2018;44.0
66999282;6;2019;78.0
66999282;7;2016;5.0
66999282;7;2017;21.0
66999282;7;2018;40.0
66999282;7;2019;94.0
66999282;8;2016;5.0
66999282;8;2017;30.0
66999282;8;2018;48.0
66999282;8;2019;121.0
66999282;9;2016;4.0
66999282;9;2017;29.0
66999282;9;2018;44.0
66999282;9;2019;118.0
66999282;10;2016;3.0
66999282;10;2017;20.0
66999282;10;2018;37.0
66999282;10;2019;192.0
66999282;11;2016;2.0
66999282;11;2017;27.0
66999282;11;2018;36.0
66999282;11;2019;201.0
66999282;12;2016;3.0
66999282;12;2017;43.0
66999282;12;2018;52.0
66999282;12;2019;304.0
66999310;1;2018;2.0
66999310;1;2019;2.0
66999310;2;2018;4.0
66999310;2;2019;2.0
66999310;3;2017;2.0
66999310;3;2018;4.0
66999310;3;2019;3.0
66999310;4;2017;2.0
66999310;4;2018;4.0
66999310;4;2019;2.0
66999310;5;2017;5.0
66999310;5;2018;2.0
66999310;5;2019;2.0
66999310;6;2018;3.0
66999310;6;2019;1.0
66999310;7;2017;5.0
66999310;7;2018;2.0
66999310;7;2019;3.0
66999310;8;2016;5.0
66999310;8;2017;6.0
66999310;8;2018;3.0
66999310;8;2019;4.0
66999310;9;2016;3.0
66999310;9;2017;3.0
66999310;9;2018;1.0
66999310;9;2019;5.0
66999310;10;2017;1.0
66999310;10;2018;3.0
66999310;10;2019;3.0
66999310;11;2017;3.0
66999310;11;2018;2.0
66999310;11;2019;2.0
66999310;12;2017;1.0
66999310;12;2018;3.0
66999331;1;2018;4.0
66999331;1;2019;4.0
66999331;2;2017;0.0
66999331;2;2018;3.0
66999331;2;2019;2.0
66999331;3;2018;3.0
66999331;3;2019;3.0
66999331;4;2017;1.0
66999331;4;2018;5.0
66999331;4;2019;5.0
66999331;5;2017;2.0
66999331;5;2018;3.0
66999331;6;2017;2.0
66999331;6;2018;4.0
66999331;6;2019;1.0
66999331;7;2017;1.0
66999331;7;2018;1.0
66999331;7;2019;2.0
66999331;8;2017;1.0
66999331;8;2018;1.0
66999331;8;2019;5.0
66999331;9;2016;1.0
66999331;9;2018;0.0
66999331;9;2019;8.0
66999331;10;2017;1.0
66999331;10;2018;1.0
66999331;10;2019;3.0
66999331;11;2016;2.0
66999331;11;2017;5.0
66999331;11;2018;2.0
66999331;11;2019;2.0
66999331;12;2017;2.0
66999331;12;2018;2.0
66999331;12;2019;2.0
66999373;1;2017;13.0
66999373;1;2018;21.0
66999373;1;2019;28.0
66999373;1;2020;6.0
66999373;2;2017;11.0
66999373;2;2018;21.0
66999373;2;2019;36.0
66999373;3;2017;14.0
66999373;3;2018;22.0
66999373;3;2019;43.0
66999373;4;2017;9.0
66999373;4;2018;24.0
66999373;4;2019;41.0
66999373;5;2017;13.0
66999373;5;2018;26.0
66999373;5;2019;36.0
66999373;6;2017;6.0
66999373;6;2018;20.0
66999373;6;2019;25.0
66999373;7;2016;7.0
66999373;7;2017;7.0
66999373;7;2018;18.0
66999373;7;2019;30.0
66999373;8;2016;6.0
66999373;8;2017;9.0
66999373;8;2018;21.0
66999373;8;2019;25.0
66999373;9;2016;3.0
66999373;9;2017;5.0
66999373;9;2018;11.0
66999373;9;2019;21.0
66999373;10;2016;9.0
66999373;10;2017;10.0
66999373;10;2018;19.0
66999373;10;2019;27.0
66999373;11;2016;11.0
66999373;11;2017;5.0
66999373;11;2018;18.0
66999373;11;2019;38.0
66999373;12;2016;11.0
66999373;12;2017;18.0
66999373;12;2018;32.0
66999373;12;2019;41.0
66999380;1;2018;1.0
66999380;2;2018;2.0
66999380;2;2019;1.0
66999380;3;2018;0.0
66999380;3;2019;1.0
66999380;5;2019;1.0
66999380;6;2018;1.0
66999380;6;2019;1.0
66999380;7;2018;1.0
66999380;7;2019;3.0
66999380;8;2016;1.0
66999380;8;2018;1.0
66999380;8;2019;1.0
66999380;9;2016;-1.0
66999380;9;2018;2.0
66999380;9;2019;3.0
66999380;10;2019;4.0
66999380;11;2018;1.0
66999380;11;2019;1.0
66999380;12;2017;1.0
66999380;12;2018;1.0
66999380;12;2019;1.0
66999394;1;2019;0.0
66999394;2;2018;1.0
66999394;3;2019;1.0
66999394;5;2017;0.0
66999394;5;2018;1.0
66999394;5;2019;1.0
66999394;6;2019;2.0
66999394;7;2016;1.0
66999394;7;2019;0.0
66999394;8;2017;2.0
66999394;8;2018;1.0
66999394;8;2019;2.0
66999394;9;2017;1.0
66999394;9;2019;2.0
66999394;10;2019;1.0
66999394;12;2018;1.0
66999394;12;2019;2.0
66999401;1;2018;1.0
66999401;2;2019;1.0
66999401;3;2019;2.0
66999401;4;2018;1.0
66999401;5;2017;1.0
66999401;5;2019;1.0
66999401;6;2017;1.0
66999401;6;2018;1.0
66999401;7;2016;1.0
66999401;7;2018;0.0
66999401;8;2016;1.0
66999401;8;2018;1.0
66999401;9;2016;1.0
66999401;9;2018;2.0
66999401;10;2018;1.0
66999401;11;2018;2.0
66999401;12;2016;1.0
66999436;1;2017;1.0
66999436;1;2018;2.0
66999436;1;2019;15.0
66999436;2;2017;1.0
66999436;2;2018;3.0
66999436;2;2019;17.0
66999436;3;2019;18.0
66999436;4;2017;2.0
66999436;4;2018;2.0
66999436;4;2019;18.0
66999436;5;2017;1.0
66999436;5;2018;1.0
66999436;5;2019;11.0
66999436;6;2018;1.0
66999436;6;2019;14.0
66999436;7;2016;2.0
66999436;7;2017;1.0
66999436;7;2018;4.0
66999436;7;2019;8.0
66999436;8;2016;1.0
66999436;8;2017;1.0
66999436;8;2018;2.0
66999436;8;2019;4.0
66999436;9;2016;2.0
66999436;9;2017;1.0
66999436;9;2018;1.0
66999436;9;2019;20.0
66999436;10;2016;1.0
66999436;10;2017;1.0
66999436;10;2018;11.0
66999436;10;2019;20.0
66999436;11;2016;2.0
66999436;11;2018;8.0
66999436;11;2019;17.0
66999436;12;2016;0.0
66999436;12;2017;1.0
66999436;12;2018;12.0
66999436;12;2019;18.0
66999492;1;2017;1.0
67400655;1;2017;5.0
67400655;5;2017;1.0
67400655;7;2016;1.0
67400655;10;2016;1.0
67400655;11;2016;2.0
67400655;12;2016;1.0
67438252;1;2017;5.0
67438252;2;2017;1.0
67438252;2;2018;1.0
67438252;3;2017;1.0
67438252;7;2016;0.0
67438252;7;2017;2.0
67438252;8;2016;2.0
67438252;9;2016;1.0
67438252;9;2017;0.0
67438252;10;2016;6.0
67438252;11;2017;1.0
67438252;12;2016;2.0
67438252;12;2017;1.0
67618796;9;2016;2.0
67871090;1;2017;5.0
67871090;1;2018;32.0
67871090;1;2019;29.0
67871090;1;2020;8.0
67871090;2;2017;9.0
67871090;2;2018;33.0
67871090;2;2019;29.0
67871090;3;2017;14.0
67871090;3;2018;26.0
67871090;3;2019;35.0
67871090;4;2017;16.0
67871090;4;2018;35.0
67871090;4;2019;52.0
67871090;5;2017;27.0
67871090;5;2018;35.0
67871090;5;2019;65.0
67871090;6;2017;45.0
67871090;6;2018;37.0
67871090;6;2019;45.0
67871090;7;2016;17.0
67871090;7;2017;35.0
67871090;7;2018;33.0
67871090;7;2019;52.0
67871090;8;2016;14.0
67871090;8;2017;45.0
67871090;8;2018;33.0
67871090;8;2019;76.0
67871090;9;2016;7.0
67871090;9;2017;42.0
67871090;9;2018;36.0
67871090;9;2019;69.0
67871090;10;2016;16.0
67871090;10;2017;37.0
67871090;10;2018;40.0
67871090;10;2019;76.0
67871090;11;2016;9.0
67871090;11;2017;31.0
67871090;11;2018;40.0
67871090;11;2019;87.0
67871090;12;2016;9.0
67871090;12;2017;16.0
67871090;12;2018;34.0
67871090;12;2019;66.0
67871104;1;2017;11.0
67871104;1;2018;14.0
67871104;1;2019;26.0
67871104;1;2020;3.0
67871104;2;2017;19.0
67871104;2;2018;16.0
67871104;2;2019;21.0
67871104;3;2017;13.0
67871104;3;2018;25.0
67871104;3;2019;22.0
67871104;4;2017;10.0
67871104;4;2018;25.0
67871104;4;2019;19.0
67871104;5;2017;10.0
67871104;5;2018;22.0
67871104;5;2019;17.0
67871104;6;2017;24.0
67871104;6;2018;25.0
67871104;6;2019;17.0
67871104;7;2016;16.0
67871104;7;2017;28.0
67871104;7;2018;21.0
67871104;7;2019;11.0
67871104;8;2016;11.0
67871104;8;2017;10.0
67871104;8;2018;17.0
67871104;8;2019;20.0
67871104;9;2016;16.0
67871104;9;2017;19.0
67871104;9;2018;25.0
67871104;9;2019;21.0
67871104;10;2016;21.0
67871104;10;2017;29.0
67871104;10;2018;27.0
67871104;10;2019;17.0
67871104;11;2016;24.0
67871104;11;2017;21.0
67871104;11;2018;23.0
67871104;11;2019;19.0
67871104;12;2016;11.0
67871104;12;2017;11.0
67871104;12;2018;21.0
67871104;12;2019;20.0
67974480;1;2017;5.0
67974480;1;2018;2.0
67974480;2;2017;6.0
67974480;4;2017;3.0
67974480;4;2018;1.0
67974480;5;2017;2.0
67974480;6;2017;10.0
67974480;7;2016;9.0
67974480;7;2017;17.0
67974480;8;2016;5.0
67974480;9;2016;6.0
67974480;10;2016;3.0
67974480;10;2017;4.0
67974480;11;2016;1.0
67974480;12;2016;7.0
68322520;1;2017;126.0
68322520;1;2018;156.0
68322520;1;2019;198.0
68322520;1;2020;28.0
68322520;2;2017;125.0
68322520;2;2018;185.0
68322520;2;2019;215.0
68322520;3;2017;143.0
68322520;3;2018;190.0
68322520;3;2019;251.0
68322520;4;2017;45.0
68322520;4;2018;192.0
68322520;4;2019;302.0
68322520;5;2017;35.0
68322520;5;2018;195.0
68322520;5;2019;302.0
68322520;6;2017;39.0
68322520;6;2018;202.0
68322520;6;2019;253.0
68322520;7;2016;61.0
68322520;7;2017;100.0
68322520;7;2018;169.0
68322520;7;2019;174.0
68322520;8;2016;102.0
68322520;8;2017;141.0
68322520;8;2018;231.0
68322520;8;2019;279.0
68322520;9;2016;117.0
68322520;9;2017;138.0
68322520;9;2018;213.0
68322520;9;2019;238.0
68322520;10;2016;140.0
68322520;10;2017;170.0
68322520;10;2018;196.0
68322520;10;2019;236.0
68322520;11;2016;162.0
68322520;11;2017;160.0
68322520;11;2018;203.0
68322520;11;2019;217.0
68322520;12;2016;151.0
68322520;12;2017;177.0
68322520;12;2018;240.0
68322520;12;2019;223.0
68754063;1;2017;6.0
68754063;2;2017;1.0
68754063;3;2017;3.0
68754063;5;2017;2.0
68754063;7;2016;5.0
68754063;7;2017;1.0
68754063;8;2016;2.0
68754063;9;2016;4.0
68754063;10;2016;5.0
68754063;11;2016;2.0
68754063;12;2016;1.0
68907671;1;2017;1.0
68907671;1;2019;1.0
68907671;2;2017;1.0
68907671;2;2019;1.0
68907671;3;2017;1.0
68907671;4;2017;1.0
68907671;4;2019;1.0
68907671;5;2017;2.0
68907671;5;2018;1.0
68907671;5;2019;1.0
68907671;6;2017;1.0
68907671;6;2018;1.0
68907671;6;2019;4.0
68907671;8;2017;1.0
68907671;8;2018;1.0
68907671;8;2019;2.0
68907671;9;2016;3.0
68907671;9;2017;1.0
68907671;10;2016;1.0
68907671;11;2017;1.0
68907671;11;2018;0.0
68907685;4;2018;2.0
68907685;6;2017;1.0
68907685;9;2016;15.0
68907825;9;2016;1.0
68955705;1;2017;1.0
68955705;1;2018;1.0
68955705;4;2017;1.0
68955705;9;2016;2.0
68955705;10;2016;1.0
68955705;11;2016;1.0
68955705;12;2016;1.0
69028393;1;2017;102.0
69028393;1;2018;53.0
69028393;1;2019;60.0
69028393;1;2020;7.0
69028393;2;2017;79.0
69028393;2;2018;66.0
69028393;2;2019;54.0
69028393;3;2017;91.0
69028393;3;2018;58.0
69028393;3;2019;38.0
69028393;4;2017;129.0
69028393;4;2018;50.0
69028393;4;2019;28.0
69028393;5;2017;181.0
69028393;5;2018;59.0
69028393;5;2019;8.0
69028393;6;2017;129.0
69028393;6;2018;152.0
69028393;6;2019;109.0
69028393;7;2016;202.0
69028393;7;2017;87.0
69028393;7;2018;90.0
69028393;7;2019;47.0
69028393;8;2016;167.0
69028393;8;2017;106.0
69028393;8;2018;56.0
69028393;8;2019;66.0
69028393;9;2016;130.0
69028393;9;2017;149.0
69028393;9;2018;28.0
69028393;9;2019;44.0
69028393;10;2016;134.0
69028393;10;2017;114.0
69028393;10;2018;19.0
69028393;10;2019;37.0
69028393;11;2016;122.0
69028393;11;2017;121.0
69028393;11;2018;42.0
69028393;11;2019;29.0
69028393;12;2016;126.0
69028393;12;2017;89.0
69028393;12;2018;36.0
69028393;12;2019;29.0
69028421;1;2017;196.0
69028421;1;2018;272.0
69028421;1;2019;212.0
69028421;1;2020;45.0
69028421;2;2017;238.0
69028421;2;2018;227.0
69028421;2;2019;246.0
69028421;3;2017;223.0
69028421;3;2018;270.0
69028421;3;2019;296.0
69028421;4;2017;225.0
69028421;4;2018;235.0
69028421;4;2019;266.0
69028421;5;2017;275.0
69028421;5;2018;251.0
69028421;5;2019;257.0
69028421;6;2017;250.0
69028421;6;2018;241.0
69028421;6;2019;234.0
69028421;7;2016;148.0
69028421;7;2017;256.0
69028421;7;2018;221.0
69028421;7;2019;240.0
69028421;8;2016;165.0
69028421;8;2017;260.0
69028421;8;2018;280.0
69028421;8;2019;318.0
69028421;9;2016;217.0
69028421;9;2017;246.0
69028421;9;2018;264.0
69028421;9;2019;246.0
69028421;10;2016;214.0
69028421;10;2017;260.0
69028421;10;2018;274.0
69028421;10;2019;291.0
69028421;11;2016;216.0
69028421;11;2017;260.0
69028421;11;2018;267.0
69028421;11;2019;305.0
69028421;12;2016;285.0
69028421;12;2017;297.0
69028421;12;2018;365.0
69028421;12;2019;369.0
69239723;1;2017;196.0
69239723;1;2018;308.0
69239723;1;2019;41.0
69239723;1;2020;12.0
69239723;2;2017;95.0
69239723;2;2018;233.0
69239723;2;2019;61.0
69239723;3;2017;169.0
69239723;3;2018;238.0
69239723;3;2019;188.0
69239723;4;2017;1163.0
69239723;4;2018;1826.0
69239723;4;2019;1651.0
69239723;5;2017;695.0
69239723;5;2018;828.0
69239723;5;2019;613.0
69239723;6;2017;475.0
69239723;6;2018;416.0
69239723;6;2019;245.0
69239723;7;2016;204.0
69239723;7;2017;298.0
69239723;7;2018;173.0
69239723;7;2019;197.0
69239723;8;2016;253.0
69239723;8;2017;97.0
69239723;8;2018;120.0
69239723;8;2019;154.0
69239723;9;2016;249.0
69239723;9;2017;115.0
69239723;9;2018;114.0
69239723;9;2019;136.0
69239723;10;2016;278.0
69239723;10;2017;72.0
69239723;10;2018;80.0
69239723;10;2019;74.0
69239723;11;2016;240.0
69239723;11;2017;279.0
69239723;11;2018;56.0
69239723;11;2019;84.0
69239723;12;2016;229.0
69239723;12;2017;798.0
69239723;12;2018;59.0
69239723;12;2019;100.0
69239730;1;2017;504.0
69239730;1;2018;505.0
69239730;1;2019;384.0
69239730;1;2020;37.0
69239730;2;2017;319.0
69239730;2;2018;233.0
69239730;2;2019;295.0
69239730;3;2017;1005.0
69239730;3;2018;836.0
69239730;3;2019;280.0
69239730;4;2017;432.0
69239730;4;2018;403.0
69239730;4;2019;216.0
69239730;5;2017;378.0
69239730;5;2018;273.0
69239730;5;2019;239.0
69239730;6;2017;266.0
69239730;6;2018;238.0
69239730;6;2019;256.0
69239730;7;2016;429.0
69239730;7;2017;204.0
69239730;7;2018;228.0
69239730;7;2019;233.0
69239730;8;2016;331.0
69239730;8;2017;185.0
69239730;8;2018;235.0
69239730;8;2019;236.0
69239730;9;2016;336.0
69239730;9;2017;208.0
69239730;9;2018;205.0
69239730;9;2019;221.0
69239730;10;2016;412.0
69239730;10;2017;209.0
69239730;10;2018;226.0
69239730;10;2019;220.0
69239730;11;2016;595.0
69239730;11;2017;577.0
69239730;11;2018;493.0
69239730;11;2019;186.0
69239730;12;2016;1459.0
69239730;12;2017;1326.0
69239730;12;2018;1001.0
69239730;12;2019;155.0
69278314;1;2017;1.0
69278314;8;2017;1.0
69278314;11;2016;1.0
69278342;1;2017;6.0
69278342;1;2018;8.0
69278342;2;2017;6.0
69278342;2;2018;4.0
69278342;3;2017;4.0
69278342;3;2018;2.0
69278342;4;2017;4.0
69278342;5;2017;1.0
69278342;5;2018;1.0
69278342;6;2017;6.0
69278342;7;2016;6.0
69278342;7;2017;8.0
69278342;8;2016;1.0
69278342;8;2017;3.0
69278342;9;2016;4.0
69278342;9;2017;2.0
69278342;10;2016;2.0
69278342;10;2017;3.0
69278342;11;2016;3.0
69278342;12;2016;5.0
69278342;12;2017;2.0
69278426;1;2017;25.0
69278426;1;2018;72.0
69278426;1;2019;78.0
69278426;1;2020;14.0
69278426;2;2017;38.0
69278426;2;2018;67.0
69278426;2;2019;71.0
69278426;3;2017;51.0
69278426;3;2018;89.0
69278426;3;2019;90.0
69278426;4;2017;42.0
69278426;4;2018;73.0
69278426;4;2019;68.0
69278426;5;2017;44.0
69278426;5;2018;71.0
69278426;5;2019;75.0
69278426;6;2017;51.0
69278426;6;2018;78.0
69278426;6;2019;72.0
69278426;7;2016;28.0
69278426;7;2017;59.0
69278426;7;2018;63.0
69278426;7;2019;76.0
69278426;8;2016;30.0
69278426;8;2017;59.0
69278426;8;2018;65.0
69278426;8;2019;83.0
69278426;9;2016;28.0
69278426;9;2017;58.0
69278426;9;2018;60.0
69278426;9;2019;71.0
69278426;10;2016;38.0
69278426;10;2017;72.0
69278426;10;2018;74.0
69278426;10;2019;83.0
69278426;11;2016;36.0
69278426;11;2017;67.0
69278426;11;2018;58.0
69278426;11;2019;89.0
69278426;12;2016;43.0
69278426;12;2017;91.0
69278426;12;2018;100.0
69278426;12;2019;101.0
69278461;1;2017;9.0
69278461;1;2018;25.0
69278461;1;2019;46.0
69278461;1;2020;6.0
69278461;2;2017;10.0
69278461;2;2018;30.0
69278461;2;2019;31.0
69278461;3;2017;9.0
69278461;3;2018;26.0
69278461;3;2019;37.0
69278461;4;2017;12.0
69278461;4;2018;16.0
69278461;4;2019;34.0
69278461;5;2017;16.0
69278461;5;2018;11.0
69278461;5;2019;38.0
69278461;6;2017;9.0
69278461;6;2018;19.0
69278461;6;2019;31.0
69278461;7;2016;8.0
69278461;7;2017;17.0
69278461;7;2018;19.0
69278461;7;2019;28.0
69278461;8;2016;11.0
69278461;8;2017;29.0
69278461;8;2018;35.0
69278461;8;2019;30.0
69278461;9;2016;9.0
69278461;9;2017;23.0
69278461;9;2018;28.0
69278461;9;2019;32.0
69278461;10;2016;7.0
69278461;10;2017;24.0
69278461;10;2018;31.0
69278461;10;2019;40.0
69278461;11;2016;12.0
69278461;11;2017;25.0
69278461;11;2018;39.0
69278461;11;2019;47.0
69278461;12;2016;14.0
69278461;12;2017;56.0
69278461;12;2018;63.0
69278461;12;2019;55.0
69414961;1;2017;32.0
69414961;1;2018;68.0
69414961;1;2019;92.0
69414961;1;2020;14.0
69414961;2;2017;21.0
69414961;2;2018;67.0
69414961;2;2019;59.0
69414961;3;2017;29.0
69414961;3;2018;71.0
69414961;3;2019;29.0
69414961;4;2017;26.0
69414961;4;2018;50.0
69414961;4;2019;26.0
69414961;5;2017;25.0
69414961;5;2018;45.0
69414961;5;2019;19.0
69414961;6;2017;24.0
69414961;6;2018;47.0
69414961;6;2019;27.0
69414961;7;2016;14.0
69414961;7;2017;39.0
69414961;7;2018;38.0
69414961;7;2019;41.0
69414961;8;2016;18.0
69414961;8;2017;40.0
69414961;8;2018;58.0
69414961;8;2019;61.0
69414961;9;2016;15.0
69414961;9;2017;37.0
69414961;9;2018;70.0
69414961;9;2019;50.0
69414961;10;2016;23.0
69414961;10;2017;49.0
69414961;10;2018;91.0
69414961;10;2019;68.0
69414961;11;2016;27.0
69414961;11;2017;58.0
69414961;11;2018;66.0
69414961;11;2019;75.0
69414961;12;2016;47.0
69414961;12;2017;57.0
69414961;12;2018;99.0
69414961;12;2019;122.0
69418580;1;2017;516.0
69418580;1;2018;12.0
69418580;1;2019;4.0
69418580;2;2017;246.0
69418580;2;2018;9.0
69418580;2;2019;6.0
69418580;3;2017;220.0
69418580;3;2018;4.0
69418580;3;2019;3.0
69418580;4;2017;92.0
69418580;4;2018;11.0
69418580;4;2019;13.0
69418580;5;2017;41.0
69418580;5;2018;2.0
69418580;5;2019;1.0
69418580;6;2017;57.0
69418580;6;2018;4.0
69418580;7;2016;57.0
69418580;7;2017;39.0
69418580;7;2018;2.0
69418580;7;2019;1.0
69418580;8;2016;77.0
69418580;8;2017;27.0
69418580;8;2018;3.0
69418580;9;2016;71.0
69418580;9;2017;14.0
69418580;9;2018;2.0
69418580;10;2016;64.0
69418580;10;2017;17.0
69418580;10;2018;5.0
69418580;11;2016;427.0
69418580;11;2017;21.0
69418580;11;2018;4.0
69418580;12;2016;1499.0
69418580;12;2017;48.0
69418580;12;2018;16.0
69491121;1;2017;13.0
69491121;1;2018;25.0
69491121;1;2019;28.0
69491121;1;2020;2.0
69491121;2;2017;11.0
69491121;2;2018;37.0
69491121;2;2019;32.0
69491121;3;2017;20.0
69491121;3;2018;24.0
69491121;3;2019;43.0
69491121;4;2017;18.0
69491121;4;2018;12.0
69491121;4;2019;21.0
69491121;5;2017;55.0
69491121;5;2018;18.0
69491121;5;2019;25.0
69491121;6;2017;39.0
69491121;6;2018;14.0
69491121;6;2019;17.0
69491121;7;2016;10.0
69491121;7;2017;42.0
69491121;7;2018;7.0
69491121;7;2019;9.0
69491121;8;2016;9.0
69491121;8;2017;51.0
69491121;8;2018;4.0
69491121;8;2019;8.0
69491121;9;2016;12.0
69491121;9;2017;38.0
69491121;9;2018;3.0
69491121;9;2019;6.0
