NUM_ART;month_of_year;year_of_calendar;QTE_VTE
69491121;10;2016;9.0
69491121;10;2017;35.0
69491121;10;2018;22.0
69491121;10;2019;9.0
69491121;11;2016;8.0
69491121;11;2017;60.0
69491121;11;2018;24.0
69491121;11;2019;5.0
69491121;12;2016;12.0
69491121;12;2017;64.0
69491121;12;2018;46.0
69491121;12;2019;8.0
69491135;1;2017;77.0
69491135;1;2018;2.0
69491135;2;2017;23.0
69491135;3;2017;17.0
69491135;3;2018;2.0
69491135;4;2017;5.0
69491135;4;2018;0.0
69491135;5;2017;7.0
69491135;5;2018;0.0
69491135;6;2017;3.0
69491135;7;2016;112.0
69491135;7;2017;3.0
69491135;7;2018;1.0
69491135;8;2016;151.0
69491135;8;2017;3.0
69491135;9;2016;170.0
69491135;9;2017;1.0
69491135;10;2016;174.0
69491135;10;2017;1.0
69491135;11;2016;150.0
69491135;11;2017;4.0
69491135;11;2018;1.0
69491135;12;2016;176.0
69506766;10;2017;1.0
69506780;8;2016;1.0
69506780;9;2016;1.0
69506801;1;2017;102.0
69506801;1;2018;55.0
69506801;1;2019;47.0
69506801;1;2020;4.0
69506801;2;2017;86.0
69506801;2;2018;50.0
69506801;2;2019;45.0
69506801;3;2017;89.0
69506801;3;2018;51.0
69506801;3;2019;51.0
69506801;4;2017;53.0
69506801;4;2018;41.0
69506801;4;2019;42.0
69506801;5;2017;42.0
69506801;5;2018;48.0
69506801;5;2019;30.0
69506801;6;2017;43.0
69506801;6;2018;33.0
69506801;6;2019;27.0
69506801;7;2016;32.0
69506801;7;2017;44.0
69506801;7;2018;21.0
69506801;7;2019;14.0
69506801;8;2016;59.0
69506801;8;2017;43.0
69506801;8;2018;36.0
69506801;8;2019;29.0
69506801;9;2016;43.0
69506801;9;2017;60.0
69506801;9;2018;50.0
69506801;9;2019;35.0
69506801;10;2016;66.0
69506801;10;2017;50.0
69506801;10;2018;31.0
69506801;10;2019;36.0
69506801;11;2016;67.0
69506801;11;2017;47.0
69506801;11;2018;27.0
69506801;11;2019;31.0
69506801;12;2016;87.0
69506801;12;2017;50.0
69506801;12;2018;44.0
69506801;12;2019;39.0
69506815;1;2017;3.0
69506815;1;2018;1.0
69506815;1;2019;2.0
69506815;2;2018;3.0
69506815;2;2019;0.0
69506815;3;2017;4.0
69506815;3;2018;3.0
69506815;3;2019;3.0
69506815;4;2017;2.0
69506815;4;2018;3.0
69506815;4;2019;2.0
69506815;5;2017;0.0
69506815;5;2018;3.0
69506815;6;2018;1.0
69506815;6;2019;1.0
69506815;7;2017;1.0
69506815;7;2018;2.0
69506815;7;2019;1.0
69506815;8;2016;3.0
69506815;8;2017;3.0
69506815;8;2018;2.0
69506815;8;2019;1.0
69506815;9;2016;3.0
69506815;9;2017;2.0
69506815;9;2018;3.0
69506815;9;2019;3.0
69506815;10;2016;5.0
69506815;10;2017;3.0
69506815;10;2018;1.0
69506815;10;2019;1.0
69506815;11;2016;1.0
69506815;11;2017;2.0
69506815;11;2018;2.0
69506815;11;2019;3.0
69506815;12;2016;1.0
69506815;12;2017;2.0
69506815;12;2018;1.0
69506815;12;2019;2.0
69506822;1;2017;7.0
69506822;1;2018;2.0
69506822;1;2019;8.0
69506822;1;2020;1.0
69506822;2;2017;7.0
69506822;2;2018;11.0
69506822;2;2019;11.0
69506822;3;2017;10.0
69506822;3;2018;2.0
69506822;3;2019;9.0
69506822;4;2017;7.0
69506822;4;2018;7.0
69506822;4;2019;10.0
69506822;5;2017;1.0
69506822;5;2018;1.0
69506822;5;2019;5.0
69506822;6;2017;2.0
69506822;6;2018;1.0
69506822;6;2019;8.0
69506822;7;2016;5.0
69506822;7;2017;5.0
69506822;7;2018;3.0
69506822;7;2019;6.0
69506822;8;2016;3.0
69506822;8;2017;6.0
69506822;8;2018;3.0
69506822;8;2019;5.0
69506822;9;2016;6.0
69506822;9;2017;7.0
69506822;9;2018;5.0
69506822;9;2019;6.0
69506822;10;2016;5.0
69506822;10;2017;6.0
69506822;10;2018;1.0
69506822;10;2019;7.0
69506822;11;2016;3.0
69506822;11;2017;3.0
69506822;11;2018;2.0
69506822;11;2019;7.0
69506822;12;2016;7.0
69506822;12;2017;4.0
69506822;12;2018;5.0
69506822;12;2019;2.0
69506864;1;2017;17.0
69506864;1;2018;13.0
69506864;1;2019;11.0
69506864;1;2020;3.0
69506864;2;2017;3.0
69506864;2;2018;15.0
69506864;2;2019;5.0
69506864;3;2017;14.0
69506864;3;2018;10.0
69506864;3;2019;4.0
69506864;4;2017;2.0
69506864;4;2018;2.0
69506864;4;2019;3.0
69506864;5;2017;3.0
69506864;5;2018;5.0
69506864;5;2019;3.0
69506864;6;2017;9.0
69506864;6;2018;4.0
69506864;6;2019;1.0
69506864;7;2016;5.0
69506864;7;2017;6.0
69506864;7;2018;3.0
69506864;7;2019;5.0
69506864;8;2016;1.0
69506864;8;2017;10.0
69506864;8;2018;8.0
69506864;8;2019;3.0
69506864;9;2016;11.0
69506864;9;2017;8.0
69506864;9;2018;3.0
69506864;9;2019;3.0
69506864;10;2016;11.0
69506864;10;2017;6.0
69506864;10;2018;10.0
69506864;10;2019;6.0
69506864;11;2016;7.0
69506864;11;2017;6.0
69506864;11;2018;2.0
69506864;11;2019;2.0
69506864;12;2016;5.0
69506864;12;2017;8.0
69506864;12;2018;9.0
69506864;12;2019;0.0
69506871;1;2017;10.0
69506871;1;2018;7.0
69506871;1;2019;34.0
69506871;1;2020;2.0
69506871;2;2017;13.0
69506871;2;2018;16.0
69506871;2;2019;29.0
69506871;3;2017;21.0
69506871;3;2018;20.0
69506871;3;2019;24.0
69506871;4;2017;11.0
69506871;4;2018;12.0
69506871;4;2019;14.0
69506871;5;2017;6.0
69506871;5;2018;11.0
69506871;5;2019;12.0
69506871;6;2017;6.0
69506871;6;2018;5.0
69506871;6;2019;12.0
69506871;7;2016;9.0
69506871;7;2017;9.0
69506871;7;2018;11.0
69506871;7;2019;8.0
69506871;8;2016;7.0
69506871;8;2017;9.0
69506871;8;2018;11.0
69506871;8;2019;16.0
69506871;9;2016;12.0
69506871;9;2017;12.0
69506871;9;2018;14.0
69506871;9;2019;10.0
69506871;10;2016;21.0
69506871;10;2017;22.0
69506871;10;2018;12.0
69506871;10;2019;10.0
69506871;11;2016;17.0
69506871;11;2017;11.0
69506871;11;2018;12.0
69506871;11;2019;8.0
69506871;12;2016;21.0
69506871;12;2017;12.0
69506871;12;2018;18.0
69506871;12;2019;11.0
69507382;1;2017;6.0
69507382;1;2018;1.0
69507382;1;2019;3.0
69507382;2;2017;5.0
69507382;2;2019;3.0
69507382;3;2017;4.0
69507382;3;2019;3.0
69507382;4;2017;6.0
69507382;4;2018;5.0
69507382;4;2019;6.0
69507382;5;2017;7.0
69507382;5;2018;6.0
69507382;5;2019;10.0
69507382;6;2017;15.0
69507382;6;2018;5.0
69507382;6;2019;8.0
69507382;7;2016;11.0
69507382;7;2017;1.0
69507382;7;2018;5.0
69507382;7;2019;6.0
69507382;8;2016;5.0
69507382;8;2017;5.0
69507382;8;2018;1.0
69507382;8;2019;3.0
69507382;9;2016;5.0
69507382;9;2017;4.0
69507382;9;2018;1.0
69507382;10;2016;2.0
69507382;10;2017;2.0
69507382;10;2018;1.0
69507382;10;2019;1.0
69507382;11;2017;4.0
69507382;11;2019;2.0
69507382;12;2016;4.0
69507382;12;2017;2.0
69507382;12;2018;1.0
69507382;12;2019;2.0
69507424;1;2018;3.0
69507424;1;2019;2.0
69507424;2;2017;4.0
69507424;2;2018;1.0
69507424;2;2019;1.0
69507424;3;2017;2.0
69507424;3;2018;2.0
69507424;3;2019;3.0
69507424;4;2017;7.0
69507424;4;2018;2.0
69507424;4;2019;1.0
69507424;5;2017;2.0
69507424;5;2018;5.0
69507424;5;2019;2.0
69507424;6;2017;9.0
69507424;6;2018;7.0
69507424;6;2019;4.0
69507424;7;2016;12.0
69507424;7;2017;11.0
69507424;7;2018;7.0
69507424;7;2019;5.0
69507424;8;2016;13.0
69507424;8;2017;7.0
69507424;8;2018;4.0
69507424;8;2019;3.0
69507424;9;2016;11.0
69507424;9;2017;4.0
69507424;9;2018;3.0
69507424;9;2019;7.0
69507424;10;2016;9.0
69507424;10;2017;6.0
69507424;10;2018;6.0
69507424;10;2019;1.0
69507424;11;2016;6.0
69507424;11;2017;2.0
69507424;11;2019;4.0
69507424;12;2016;3.0
69507424;12;2017;5.0
69507473;1;2017;5.0
69507473;1;2018;1.0
69507473;1;2019;4.0
69507473;2;2017;5.0
69507473;2;2018;3.0
69507473;2;2019;8.0
69507473;3;2017;9.0
69507473;3;2018;2.0
69507473;3;2019;2.0
69507473;4;2017;13.0
69507473;4;2018;7.0
69507473;4;2019;3.0
69507473;5;2017;18.0
69507473;5;2018;7.0
69507473;5;2019;2.0
69507473;6;2017;20.0
69507473;6;2018;5.0
69507473;6;2019;5.0
69507473;7;2016;23.0
69507473;7;2017;11.0
69507473;7;2018;12.0
69507473;7;2019;4.0
69507473;8;2016;32.0
69507473;8;2017;21.0
69507473;8;2018;3.0
69507473;8;2019;14.0
69507473;9;2016;32.0
69507473;9;2017;13.0
69507473;9;2018;7.0
69507473;9;2019;3.0
69507473;10;2016;26.0
69507473;10;2017;10.0
69507473;10;2018;6.0
69507473;10;2019;2.0
69507473;11;2016;5.0
69507473;11;2017;1.0
69507473;11;2018;1.0
69507473;11;2019;2.0
69507473;12;2016;5.0
69507473;12;2017;6.0
69507473;12;2018;2.0
69507473;12;2019;1.0
69594910;1;2017;162.0
69594910;1;2018;196.0
69594910;1;2019;175.0
69594910;1;2020;22.0
69594910;2;2017;168.0
69594910;2;2018;133.0
69594910;2;2019;155.0
69594910;3;2017;218.0
69594910;3;2018;149.0
69594910;3;2019;155.0
69594910;4;2017;196.0
69594910;4;2018;129.0
69594910;4;2019;125.0
69594910;5;2017;167.0
69594910;5;2018;101.0
69594910;5;2019;126.0
69594910;6;2017;221.0
69594910;6;2018;158.0
69594910;6;2019;192.0
69594910;7;2016;126.0
69594910;7;2017;171.0
69594910;7;2018;92.0
69594910;7;2019;141.0
69594910;8;2016;147.0
69594910;8;2017;141.0
69594910;8;2018;106.0
69594910;8;2019;108.0
69594910;9;2016;140.0
69594910;9;2017;167.0
69594910;9;2018;115.0
69594910;9;2019;112.0
69594910;10;2016;172.0
69594910;10;2017;168.0
69594910;10;2018;133.0
69594910;10;2019;155.0
69594910;11;2016;242.0
69594910;11;2017;220.0
69594910;11;2018;226.0
69594910;11;2019;195.0
69594910;12;2016;626.0
69594910;12;2017;489.0
69594910;12;2018;485.0
69594910;12;2019;376.0
69601980;1;2017;5.0
69601980;1;2018;1.0
69601980;1;2019;4.0
69601980;1;2020;2.0
69601980;2;2017;1.0
69601980;2;2018;3.0
69601980;2;2019;5.0
69601980;3;2017;1.0
69601980;3;2018;4.0
69601980;3;2019;1.0
69601980;4;2017;1.0
69601980;4;2018;2.0
69601980;4;2019;5.0
69601980;5;2017;4.0
69601980;5;2018;3.0
69601980;5;2019;3.0
69601980;6;2017;4.0
69601980;6;2018;1.0
69601980;6;2019;1.0
69601980;7;2016;1.0
69601980;7;2017;2.0
69601980;7;2018;2.0
69601980;7;2019;6.0
69601980;8;2016;4.0
69601980;8;2017;1.0
69601980;8;2018;4.0
69601980;8;2019;4.0
69601980;9;2017;0.0
69601980;9;2018;4.0
69601980;9;2019;5.0
69601980;10;2016;6.0
69601980;10;2017;4.0
69601980;10;2018;6.0
69601980;10;2019;6.0
69601980;11;2016;5.0
69601980;11;2017;2.0
69601980;11;2018;1.0
69601980;11;2019;6.0
69601980;12;2016;2.0
69601980;12;2017;6.0
69601980;12;2018;4.0
69601980;12;2019;3.0
69604535;1;2017;1.0
69604535;1;2018;-2.0
69604535;1;2019;7.0
69604535;1;2020;1.0
69604535;2;2017;10.0
69604535;2;2018;6.0
69604535;2;2019;6.0
69604535;3;2017;22.0
69604535;3;2018;6.0
69604535;3;2019;11.0
69604535;4;2017;57.0
69604535;4;2018;27.0
69604535;4;2019;13.0
69604535;5;2017;52.0
69604535;5;2018;26.0
69604535;5;2019;19.0
69604535;6;2017;47.0
69604535;6;2018;14.0
69604535;6;2019;20.0
69604535;7;2016;63.0
69604535;7;2017;18.0
69604535;7;2018;14.0
69604535;7;2019;14.0
69604535;8;2016;37.0
69604535;8;2017;19.0
69604535;8;2018;10.0
69604535;8;2019;6.0
69604535;9;2016;30.0
69604535;9;2017;5.0
69604535;9;2018;3.0
69604535;9;2019;3.0
69604535;10;2016;16.0
69604535;10;2018;4.0
69604535;10;2019;4.0
69604535;11;2016;5.0
69604535;11;2017;-6.0
69604535;11;2018;2.0
69604535;11;2019;1.0
69604535;12;2016;6.0
69604535;12;2017;-3.0
69604535;12;2018;2.0
69604535;12;2019;5.0
69654263;1;2017;55.0
69654263;1;2018;157.0
69654263;1;2019;272.0
69654263;1;2020;55.0
69654263;2;2017;91.0
69654263;2;2018;132.0
69654263;2;2019;234.0
69654263;3;2017;64.0
69654263;3;2018;110.0
69654263;3;2019;145.0
69654263;4;2017;104.0
69654263;4;2018;663.0
69654263;4;2019;123.0
69654263;5;2017;132.0
69654263;5;2018;371.0
69654263;5;2019;160.0
69654263;6;2017;328.0
69654263;6;2018;337.0
69654263;6;2019;208.0
69654263;7;2016;268.0
69654263;7;2017;277.0
69654263;7;2018;280.0
69654263;7;2019;229.0
69654263;8;2016;159.0
69654263;8;2017;259.0
69654263;8;2018;250.0
69654263;8;2019;244.0
69654263;9;2016;155.0
69654263;9;2017;248.0
69654263;9;2018;225.0
69654263;9;2019;254.0
69654263;10;2016;131.0
69654263;10;2017;221.0
69654263;10;2018;229.0
69654263;10;2019;223.0
69654263;11;2016;74.0
69654263;11;2017;160.0
69654263;11;2018;192.0
69654263;11;2019;269.0
69654263;12;2016;60.0
69654263;12;2017;93.0
69654263;12;2018;186.0
69654263;12;2019;315.0
69707911;5;2017;2.0
69707911;7;2016;5.0
69707911;8;2016;1.0
69707911;8;2017;3.0
69707911;11;2016;1.0
69725145;1;2017;170.0
69725145;1;2018;136.0
69725145;1;2019;178.0
69725145;1;2020;34.0
69725145;2;2017;184.0
69725145;2;2018;146.0
69725145;2;2019;175.0
69725145;3;2017;241.0
69725145;3;2018;158.0
69725145;3;2019;143.0
69725145;4;2017;285.0
69725145;4;2018;209.0
69725145;4;2019;138.0
69725145;5;2017;167.0
69725145;5;2018;184.0
69725145;5;2019;184.0
69725145;6;2017;180.0
69725145;6;2018;154.0
69725145;6;2019;167.0
69725145;7;2016;199.0
69725145;7;2017;189.0
69725145;7;2018;171.0
69725145;7;2019;165.0
69725145;8;2016;221.0
69725145;8;2017;152.0
69725145;8;2018;161.0
69725145;8;2019;177.0
69725145;9;2016;230.0
69725145;9;2017;149.0
69725145;9;2018;157.0
69725145;9;2019;184.0
69725145;10;2016;208.0
69725145;10;2017;168.0
69725145;10;2018;181.0
69725145;10;2019;223.0
69725145;11;2016;214.0
69725145;11;2017;145.0
69725145;11;2018;167.0
69725145;11;2019;187.0
69725145;12;2016;170.0
69725145;12;2017;186.0
69725145;12;2018;168.0
69725145;12;2019;231.0
69735624;1;2017;2.0
69735624;2;2018;2.0
69735624;2;2019;4.0
69735624;3;2017;4.0
69735624;3;2018;1.0
69735624;4;2017;7.0
69735624;4;2018;2.0
69735624;5;2017;6.0
69735624;5;2018;4.0
69735624;6;2017;11.0
69735624;6;2018;2.0
69735624;6;2019;1.0
69735624;7;2016;15.0
69735624;7;2017;11.0
69735624;7;2018;5.0
69735624;7;2019;3.0
69735624;8;2016;5.0
69735624;8;2017;10.0
69735624;8;2018;4.0
69735624;8;2019;5.0
69735624;9;2016;13.0
69735624;9;2017;7.0
69735624;9;2018;7.0
69735624;9;2019;6.0
69735624;10;2016;11.0
69735624;10;2017;3.0
69735624;10;2018;4.0
69735624;10;2019;1.0
69735624;11;2016;4.0
69735624;11;2017;1.0
69735624;11;2018;4.0
69735624;11;2019;1.0
69735624;12;2019;2.0
69735834;4;2017;2.0
69735834;4;2018;1.0
69735834;5;2018;1.0
69735834;5;2019;1.0
69735834;6;2017;1.0
69735834;6;2019;1.0
69735834;7;2016;2.0
69735834;7;2017;0.0
69735834;7;2018;1.0
69735834;8;2017;2.0
69735834;10;2016;1.0
69735841;1;2017;1.0
69735841;3;2017;1.0
69735841;4;2017;0.0
69735841;5;2017;1.0
69735841;5;2018;1.0
69735841;5;2019;1.0
69735841;6;2018;0.0
69735841;7;2017;-1.0
69735841;7;2018;1.0
69735841;7;2019;1.0
69735841;8;2016;1.0
69735841;8;2017;1.0
69735841;8;2018;1.0
69735841;8;2019;1.0
69735841;9;2019;1.0
69735841;10;2018;3.0
69735841;10;2019;1.0
69735855;2;2019;1.0
69735855;3;2018;1.0
69735855;4;2017;0.0
69735855;4;2018;0.0
69735855;4;2019;2.0
69735855;5;2017;3.0
69735855;5;2019;3.0
69735855;6;2017;3.0
69735855;6;2018;1.0
69735855;7;2017;2.0
69735855;7;2019;-1.0
69735855;8;2016;0.0
69735855;8;2017;1.0
69735855;8;2018;2.0
69735855;8;2019;1.0
69735855;9;2017;1.0
69735855;11;2016;1.0
69739481;1;2017;6.0
69739481;1;2018;30.0
69739481;1;2019;29.0
69739481;1;2020;1.0
69739481;2;2017;25.0
69739481;2;2018;30.0
69739481;2;2019;36.0
69739481;3;2017;23.0
69739481;3;2018;34.0
69739481;3;2019;30.0
69739481;4;2017;21.0
69739481;4;2018;42.0
69739481;4;2019;24.0
69739481;5;2017;28.0
69739481;5;2018;33.0
69739481;5;2019;36.0
69739481;6;2017;28.0
69739481;6;2018;25.0
69739481;6;2019;27.0
69739481;7;2016;9.0
69739481;7;2017;32.0
69739481;7;2018;32.0
69739481;7;2019;25.0
69739481;8;2016;9.0
69739481;8;2017;35.0
69739481;8;2018;31.0
69739481;8;2019;37.0
69739481;9;2016;10.0
69739481;9;2017;32.0
69739481;9;2018;30.0
69739481;9;2019;28.0
69739481;10;2016;11.0
69739481;10;2017;36.0
69739481;10;2018;23.0
69739481;10;2019;27.0
69739481;11;2016;13.0
69739481;11;2017;54.0
69739481;11;2018;35.0
69739481;11;2019;28.0
69739481;12;2016;17.0
69739481;12;2017;57.0
69739481;12;2018;39.0
69739481;12;2019;45.0
69780921;1;2017;22.0
69780921;1;2018;35.0
69780921;1;2019;116.0
69780921;1;2020;19.0
69780921;2;2017;13.0
69780921;2;2018;26.0
69780921;2;2019;105.0
69780921;3;2017;22.0
69780921;3;2018;38.0
69780921;3;2019;117.0
69780921;4;2017;20.0
69780921;4;2018;25.0
69780921;4;2019;145.0
69780921;5;2017;53.0
69780921;5;2018;30.0
69780921;5;2019;135.0
69780921;6;2017;56.0
69780921;6;2018;28.0
69780921;6;2019;131.0
69780921;7;2016;15.0
69780921;7;2017;54.0
69780921;7;2018;28.0
69780921;7;2019;122.0
69780921;8;2016;19.0
69780921;8;2017;42.0
69780921;8;2018;19.0
69780921;8;2019;121.0
69780921;9;2016;23.0
69780921;9;2017;65.0
69780921;9;2018;30.0
69780921;9;2019;138.0
69780921;10;2016;23.0
69780921;10;2017;56.0
69780921;10;2018;38.0
69780921;10;2019;128.0
69780921;11;2016;23.0
69780921;11;2017;45.0
69780921;11;2018;38.0
69780921;11;2019;142.0
69780921;12;2016;29.0
69780921;12;2017;34.0
69780921;12;2018;50.0
69780921;12;2019;120.0
69888693;4;2017;1.0
69888693;7;2016;1.0
69888693;7;2017;1.0
69888693;8;2016;1.0
69888693;11;2016;1.0
69899053;1;2017;10.0
69899053;1;2018;2.0
69899053;2;2017;7.0
69899053;3;2017;4.0
69899053;3;2018;1.0
69899053;4;2017;4.0
69899053;5;2017;1.0
69899053;5;2018;1.0
69899053;6;2017;3.0
69899053;7;2016;25.0
69899053;7;2017;6.0
69899053;7;2018;1.0
69899053;8;2016;15.0
69899053;8;2017;1.0
69899053;9;2016;22.0
69899053;9;2017;6.0
69899053;10;2016;15.0
69899053;10;2017;3.0
69899053;11;2016;8.0
69899053;11;2017;4.0
69899053;12;2016;10.0
69899053;12;2017;3.0
69967135;1;2017;258.0
69967135;1;2018;157.0
69967135;1;2019;112.0
69967135;1;2020;10.0
69967135;2;2017;159.0
69967135;2;2018;147.0
69967135;2;2019;130.0
69967135;3;2017;297.0
69967135;3;2018;107.0
69967135;3;2019;132.0
69967135;4;2017;223.0
69967135;4;2018;114.0
69967135;4;2019;82.0
69967135;5;2017;145.0
69967135;5;2018;112.0
69967135;5;2019;102.0
69967135;6;2017;157.0
69967135;6;2018;75.0
69967135;6;2019;83.0
69967135;7;2016;226.0
69967135;7;2017;182.0
69967135;7;2018;83.0
69967135;7;2019;75.0
69967135;8;2016;266.0
69967135;8;2017;172.0
69967135;8;2018;92.0
69967135;8;2019;112.0
69967135;9;2016;300.0
69967135;9;2017;196.0
69967135;9;2018;112.0
69967135;9;2019;98.0
69967135;10;2016;341.0
69967135;10;2017;197.0
69967135;10;2018;116.0
69967135;10;2019;111.0
69967135;11;2016;254.0
69967135;11;2017;156.0
69967135;11;2018;110.0
69967135;11;2019;91.0
69967135;12;2016;318.0
69967135;12;2017;176.0
69967135;12;2018;98.0
69967135;12;2019;90.0
69967156;1;2017;16.0
69967156;1;2018;18.0
69967156;1;2019;9.0
69967156;1;2020;1.0
69967156;2;2017;17.0
69967156;2;2018;11.0
69967156;2;2019;11.0
69967156;3;2017;24.0
69967156;3;2018;9.0
69967156;3;2019;9.0
69967156;4;2017;23.0
69967156;4;2018;9.0
69967156;4;2019;5.0
69967156;5;2017;8.0
69967156;5;2018;15.0
69967156;5;2019;6.0
69967156;6;2017;14.0
69967156;6;2018;7.0
69967156;6;2019;4.0
69967156;7;2016;10.0
69967156;7;2017;11.0
69967156;7;2018;7.0
69967156;7;2019;6.0
69967156;8;2016;13.0
69967156;8;2017;10.0
69967156;8;2018;10.0
69967156;8;2019;5.0
69967156;9;2016;13.0
69967156;9;2017;16.0
69967156;9;2018;16.0
69967156;9;2019;8.0
69967156;10;2016;18.0
69967156;10;2017;16.0
69967156;10;2018;10.0
69967156;10;2019;6.0
69967156;11;2016;13.0
69967156;11;2017;16.0
69967156;11;2018;8.0
69967156;11;2019;8.0
69967156;12;2016;14.0
69967156;12;2017;9.0
69967156;12;2018;7.0
69967156;12;2019;7.0
69967184;1;2017;2.0
69967184;1;2018;4.0
69967184;1;2019;1.0
69967184;2;2017;3.0
69967184;2;2018;1.0
69967184;2;2019;1.0
69967184;3;2017;2.0
69967184;3;2018;1.0
69967184;3;2019;2.0
69967184;4;2017;2.0
69967184;4;2019;2.0
69967184;5;2017;2.0
69967184;5;2018;3.0
69967184;5;2019;1.0
69967184;6;2017;1.0
69967184;6;2018;1.0
69967184;6;2019;2.0
69967184;7;2017;2.0
69967184;7;2018;3.0
69967184;8;2016;3.0
69967184;8;2017;3.0
69967184;8;2018;1.0
69967184;8;2019;1.0
69967184;9;2016;4.0
69967184;9;2017;5.0
69967184;9;2018;6.0
69967184;9;2019;3.0
69967184;10;2016;10.0
69967184;10;2017;3.0
69967184;10;2018;9.0
69967184;10;2019;1.0
69967184;11;2016;13.0
69967184;11;2017;3.0
69967184;11;2018;5.0
69967184;11;2019;2.0
69967184;12;2016;8.0
69967184;12;2017;2.0
69967184;12;2018;3.0
69967240;1;2018;2.0
69967240;2;2017;4.0
69967240;3;2017;1.0
69967240;3;2018;1.0
69967240;3;2019;3.0
69967240;4;2017;1.0
69967240;4;2019;6.0
69967240;5;2017;4.0
69967240;5;2018;1.0
69967240;5;2019;1.0
69967240;6;2017;4.0
69967240;6;2018;2.0
69967240;7;2016;6.0
69967240;7;2019;1.0
69967240;8;2016;5.0
69967240;8;2017;2.0
69967240;8;2018;1.0
69967240;9;2016;2.0
69967240;9;2018;2.0
69967240;10;2017;-1.0
69967240;11;2016;6.0
69967240;11;2017;1.0
69967240;12;2016;2.0
69967240;12;2017;2.0
69967240;12;2018;1.0
69977460;9;2016;4.0
69977460;11;2016;1.0
70234612;1;2017;1.0
70234612;1;2018;10.0
70234612;1;2019;12.0
70234612;1;2020;-1.0
70234612;2;2017;4.0
70234612;2;2018;8.0
70234612;2;2019;10.0
70234612;3;2017;3.0
70234612;3;2018;4.0
70234612;3;2019;16.0
70234612;4;2017;8.0
70234612;4;2018;7.0
70234612;4;2019;23.0
70234612;5;2017;11.0
70234612;5;2018;9.0
70234612;5;2019;13.0
70234612;6;2017;10.0
70234612;6;2018;14.0
70234612;6;2019;12.0
70234612;7;2016;2.0
70234612;7;2017;9.0
70234612;7;2018;11.0
70234612;7;2019;10.0
70234612;8;2016;7.0
70234612;8;2017;8.0
70234612;8;2018;11.0
70234612;8;2019;13.0
70234612;9;2016;6.0
70234612;9;2017;7.0
70234612;9;2018;9.0
70234612;9;2019;16.0
70234612;10;2016;9.0
70234612;10;2017;4.0
70234612;10;2018;11.0
70234612;10;2019;14.0
70234612;11;2016;4.0
70234612;11;2017;5.0
70234612;11;2018;14.0
70234612;11;2019;8.0
70234612;12;2016;5.0
70234612;12;2017;1.0
70234612;12;2018;10.0
70234612;12;2019;6.0
70255584;1;2017;53.0
70255584;1;2018;54.0
70255584;1;2019;8.0
70255584;2;2017;57.0
70255584;2;2018;43.0
70255584;3;2017;53.0
70255584;3;2018;47.0
70255584;4;2017;53.0
70255584;4;2018;41.0
70255584;4;2019;1.0
70255584;5;2017;77.0
70255584;5;2018;28.0
70255584;6;2017;65.0
70255584;6;2018;19.0
70255584;7;2016;40.0
70255584;7;2017;82.0
70255584;7;2018;25.0
70255584;7;2019;1.0
70255584;8;2016;32.0
70255584;8;2017;71.0
70255584;8;2018;18.0
70255584;8;2019;1.0
70255584;9;2016;40.0
70255584;9;2017;76.0
70255584;9;2018;5.0
70255584;10;2016;29.0
70255584;10;2017;72.0
70255584;10;2018;5.0
70255584;10;2019;1.0
70255584;11;2016;24.0
70255584;11;2017;68.0
70255584;11;2018;3.0
70255584;11;2019;1.0
70255584;12;2016;39.0
70255584;12;2017;98.0
70255584;12;2018;4.0
70255703;1;2017;53.0
70255703;1;2018;42.0
70255703;1;2019;3.0
70255703;2;2017;92.0
70255703;2;2018;28.0
70255703;2;2019;-1.0
70255703;3;2017;122.0
70255703;3;2018;54.0
70255703;4;2017;97.0
70255703;4;2018;27.0
70255703;5;2017;140.0
70255703;5;2018;10.0
70255703;6;2017;138.0
70255703;6;2018;26.0
70255703;7;2016;78.0
70255703;7;2017;85.0
70255703;7;2018;17.0
70255703;8;2016;82.0
70255703;8;2017;82.0
70255703;8;2018;27.0
70255703;8;2019;1.0
70255703;9;2016;84.0
70255703;9;2017;168.0
70255703;9;2018;10.0
70255703;10;2016;58.0
70255703;10;2017;144.0
70255703;10;2018;5.0
70255703;11;2016;44.0
70255703;11;2017;126.0
70255703;11;2018;5.0
70255703;12;2016;76.0
70255703;12;2017;129.0
70255703;12;2018;2.0
70255710;1;2017;45.0
70255710;1;2018;126.0
70255710;1;2019;191.0
70255710;1;2020;48.0
70255710;2;2017;25.0
70255710;2;2018;134.0
70255710;2;2019;149.0
70255710;3;2017;38.0
70255710;3;2018;160.0
70255710;3;2019;194.0
70255710;4;2017;35.0
70255710;4;2018;114.0
70255710;4;2019;232.0
70255710;5;2017;71.0
70255710;5;2018;142.0
70255710;5;2019;216.0
70255710;6;2017;52.0
70255710;6;2018;157.0
70255710;6;2019;216.0
70255710;7;2016;41.0
70255710;7;2017;74.0
70255710;7;2018;164.0
70255710;7;2019;157.0
70255710;8;2016;34.0
70255710;8;2017;78.0
70255710;8;2018;140.0
70255710;8;2019;174.0
70255710;9;2016;32.0
70255710;9;2017;89.0
70255710;9;2018;202.0
70255710;9;2019;182.0
70255710;10;2016;45.0
70255710;10;2017;112.0
70255710;10;2018;216.0
70255710;10;2019;231.0
70255710;11;2016;28.0
70255710;11;2017;135.0
