NUM_ART;week_of_year;year_of_calendar;QTE_VTE
66192686;39;2017;30.0
66192686;39;2018;40.0
66192686;39;2019;28.0
66192686;40;2016;19.0
66192686;40;2017;33.0
66192686;40;2018;37.0
66192686;40;2019;33.0
66192686;41;2016;19.0
66192686;41;2017;34.0
66192686;41;2018;38.0
66192686;41;2019;29.0
66192686;42;2016;20.0
66192686;42;2017;34.0
66192686;42;2018;30.0
66192686;42;2019;44.0
66192686;43;2016;10.0
66192686;43;2017;28.0
66192686;43;2018;35.0
66192686;43;2019;39.0
66192686;44;2016;12.0
66192686;44;2017;25.0
66192686;44;2018;36.0
66192686;44;2019;19.0
66192686;45;2016;11.0
66192686;45;2017;15.0
66192686;45;2018;39.0
66192686;45;2019;35.0
66192686;46;2016;12.0
66192686;46;2017;16.0
66192686;46;2018;40.0
66192686;46;2019;45.0
66192686;47;2016;10.0
66192686;47;2017;9.0
66192686;47;2018;33.0
66192686;47;2019;57.0
66192686;48;2016;11.0
66192686;48;2017;21.0
66192686;48;2018;33.0
66192686;48;2019;43.0
66192686;49;2016;18.0
66192686;49;2017;11.0
66192686;49;2018;44.0
66192686;49;2019;51.0
66192686;50;2016;19.0
66192686;50;2017;9.0
66192686;50;2018;44.0
66192686;50;2019;51.0
66192686;51;2016;20.0
66192686;51;2017;20.0
66192686;51;2018;26.0
66192686;51;2019;38.0
66192686;52;2016;17.0
66192686;52;2017;22.0
66192686;52;2018;11.0
66192686;52;2019;13.0
66416903;0;2018;280.0
66416903;0;2019;85.0
66416903;0;2020;25.0
66416903;1;2017;183.0
66416903;1;2018;191.0
66416903;1;2019;97.0
66416903;1;2020;19.0
66416903;2;2017;190.0
66416903;2;2018;188.0
66416903;2;2019;93.0
66416903;3;2017;172.0
66416903;3;2018;144.0
66416903;3;2019;78.0
66416903;4;2017;173.0
66416903;4;2018;171.0
66416903;4;2019;100.0
66416903;5;2017;139.0
66416903;5;2018;140.0
66416903;5;2019;92.0
66416903;6;2017;157.0
66416903;6;2018;122.0
66416903;6;2019;65.0
66416903;7;2017;117.0
66416903;7;2018;110.0
66416903;7;2019;85.0
66416903;8;2017;135.0
66416903;8;2018;99.0
66416903;8;2019;71.0
66416903;9;2017;163.0
66416903;9;2018;113.0
66416903;9;2019;75.0
66416903;10;2017;369.0
66416903;10;2018;352.0
66416903;10;2019;84.0
66416903;11;2017;383.0
66416903;11;2018;402.0
66416903;11;2019;65.0
66416903;12;2017;376.0
66416903;12;2018;403.0
66416903;12;2019;81.0
66416903;13;2017;272.0
66416903;13;2018;271.0
66416903;13;2019;66.0
66416903;14;2017;222.0
66416903;14;2018;234.0
66416903;14;2019;59.0
66416903;15;2017;212.0
66416903;15;2018;205.0
66416903;15;2019;62.0
66416903;16;2017;173.0
66416903;16;2018;190.0
66416903;16;2019;55.0
66416903;17;2017;162.0
66416903;17;2018;201.0
66416903;17;2019;55.0
66416903;18;2017;164.0
66416903;18;2018;184.0
66416903;18;2019;60.0
66416903;19;2017;133.0
66416903;19;2018;124.0
66416903;19;2019;58.0
66416903;20;2017;123.0
66416903;20;2018;126.0
66416903;20;2019;47.0
66416903;21;2017;100.0
66416903;21;2018;98.0
66416903;21;2019;48.0
66416903;22;2017;58.0
66416903;22;2018;83.0
66416903;22;2019;40.0
66416903;23;2017;78.0
66416903;23;2018;97.0
66416903;23;2019;85.0
66416903;24;2017;90.0
66416903;24;2018;92.0
66416903;24;2019;83.0
66416903;25;2017;80.0
66416903;25;2018;127.0
66416903;25;2019;130.0
66416903;26;2016;15.0
66416903;26;2017;131.0
66416903;26;2018;387.0
66416903;26;2019;380.0
66416903;27;2016;57.0
66416903;27;2017;358.0
66416903;27;2018;438.0
66416903;27;2019;446.0
66416903;28;2016;72.0
66416903;28;2017;491.0
66416903;28;2018;394.0
66416903;28;2019;460.0
66416903;29;2016;58.0
66416903;29;2017;401.0
66416903;29;2018;388.0
66416903;29;2019;289.0
66416903;30;2016;44.0
66416903;30;2017;408.0
66416903;30;2018;238.0
66416903;30;2019;229.0
66416903;31;2016;74.0
66416903;31;2017;297.0
66416903;31;2018;178.0
66416903;31;2019;215.0
66416903;32;2016;56.0
66416903;32;2017;220.0
66416903;32;2018;191.0
66416903;32;2019;205.0
66416903;33;2016;64.0
66416903;33;2017;194.0
66416903;33;2018;109.0
66416903;33;2019;115.0
66416903;34;2016;51.0
66416903;34;2017;150.0
66416903;34;2018;103.0
66416903;34;2019;114.0
66416903;35;2016;52.0
66416903;35;2017;174.0
66416903;35;2018;101.0
66416903;35;2019;95.0
66416903;36;2016;64.0
66416903;36;2017;143.0
66416903;36;2018;91.0
66416903;36;2019;91.0
66416903;37;2016;52.0
66416903;37;2017;137.0
66416903;37;2018;93.0
66416903;37;2019;117.0
66416903;38;2016;54.0
66416903;38;2017;142.0
66416903;38;2018;98.0
66416903;38;2019;66.0
66416903;39;2016;48.0
66416903;39;2017;118.0
66416903;39;2018;147.0
66416903;39;2019;79.0
66416903;40;2016;54.0
66416903;40;2017;149.0
66416903;40;2018;182.0
66416903;40;2019;78.0
66416903;41;2016;55.0
66416903;41;2017;150.0
66416903;41;2018;688.0
66416903;41;2019;88.0
66416903;42;2016;63.0
66416903;42;2017;116.0
66416903;42;2018;826.0
66416903;42;2019;65.0
66416903;43;2016;74.0
66416903;43;2017;82.0
66416903;43;2018;745.0
66416903;43;2019;70.0
66416903;44;2016;70.0
66416903;44;2017;96.0
66416903;44;2018;354.0
66416903;44;2019;44.0
66416903;45;2016;82.0
66416903;45;2017;105.0
66416903;45;2018;176.0
66416903;45;2019;55.0
66416903;46;2016;96.0
66416903;46;2017;157.0
66416903;46;2018;198.0
66416903;46;2019;71.0
66416903;47;2016;252.0
66416903;47;2017;389.0
66416903;47;2018;185.0
66416903;47;2019;68.0
66416903;48;2016;292.0
66416903;48;2017;366.0
66416903;48;2018;123.0
66416903;48;2019;68.0
66416903;49;2016;347.0
66416903;49;2017;383.0
66416903;49;2018;138.0
66416903;49;2019;76.0
66416903;50;2016;364.0
66416903;50;2017;380.0
66416903;50;2018;125.0
66416903;50;2019;68.0
66416903;51;2016;370.0
66416903;51;2017;404.0
66416903;51;2018;106.0
66416903;51;2019;60.0
66416903;52;2016;264.0
66416903;52;2017;273.0
66416903;52;2018;14.0
66416903;52;2019;16.0
66416903;53;2017;6.0
66446996;1;2017;8.0
66446996;1;2018;1.0
66446996;2;2017;12.0
66446996;3;2017;8.0
66446996;3;2018;1.0
66446996;3;2019;1.0
66446996;4;2017;13.0
66446996;5;2017;14.0
66446996;5;2018;3.0
66446996;6;2017;17.0
66446996;7;2017;7.0
66446996;8;2017;8.0
66446996;9;2017;6.0
66446996;9;2018;1.0
66446996;10;2017;6.0
66446996;11;2017;4.0
66446996;12;2017;7.0
66446996;13;2017;7.0
66446996;14;2017;16.0
66446996;15;2017;5.0
66446996;16;2017;7.0
66446996;17;2017;6.0
66446996;18;2017;4.0
66446996;19;2017;1.0
66446996;20;2017;3.0
66446996;21;2017;3.0
66446996;22;2017;3.0
66446996;23;2017;6.0
66446996;24;2017;2.0
66446996;24;2018;1.0
66446996;25;2017;0.0
66446996;26;2016;1.0
66446996;26;2017;2.0
66446996;26;2018;0.0
66446996;27;2016;3.0
66446996;27;2017;4.0
66446996;28;2016;5.0
66446996;28;2017;2.0
66446996;28;2019;1.0
66446996;29;2016;17.0
66446996;29;2017;1.0
66446996;30;2016;5.0
66446996;31;2016;17.0
66446996;31;2017;2.0
66446996;32;2016;13.0
66446996;32;2017;1.0
66446996;33;2016;19.0
66446996;33;2017;1.0
66446996;34;2016;16.0
66446996;34;2017;1.0
66446996;35;2016;12.0
66446996;36;2016;9.0
66446996;36;2017;1.0
66446996;37;2016;15.0
66446996;37;2017;1.0
66446996;38;2016;7.0
66446996;38;2017;2.0
66446996;38;2018;-1.0
66446996;39;2016;10.0
66446996;39;2017;1.0
66446996;40;2016;11.0
66446996;40;2017;3.0
66446996;40;2018;1.0
66446996;41;2016;12.0
66446996;42;2016;15.0
66446996;43;2016;9.0
66446996;43;2017;2.0
66446996;44;2016;12.0
66446996;45;2016;9.0
66446996;45;2017;1.0
66446996;46;2016;17.0
66446996;47;2016;7.0
66446996;47;2017;1.0
66446996;48;2016;6.0
66446996;48;2017;2.0
66446996;49;2016;11.0
66446996;50;2016;13.0
66446996;51;2016;12.0
66446996;51;2017;2.0
66446996;52;2016;13.0
66904593;1;2018;0.0
66904593;2;2017;3.0
66904593;3;2017;17.0
66904593;4;2017;3.0
66904593;6;2017;1.0
66904593;7;2018;1.0
66904593;12;2017;1.0
66904593;15;2017;2.0
66904593;17;2017;3.0
66904593;19;2017;2.0
66904593;20;2017;2.0
66904593;21;2017;1.0
66904593;22;2017;0.0
66904593;23;2017;1.0
66904593;24;2017;2.0
66904593;26;2016;1.0
66904593;26;2017;1.0
66904593;27;2016;1.0
66904593;28;2016;1.0
66904593;29;2016;3.0
66904593;29;2017;3.0
66904593;31;2016;3.0
66904593;32;2016;3.0
66904593;33;2016;2.0
66904593;34;2016;2.0
66904593;35;2016;1.0
66904593;36;2016;4.0
66904593;36;2017;1.0
66904593;38;2016;4.0
66904593;39;2016;1.0
66904593;40;2016;3.0
66904593;42;2016;2.0
66904593;43;2016;2.0
66904593;44;2016;2.0
66904593;45;2016;1.0
66904593;46;2016;1.0
66904593;48;2017;1.0
66904593;49;2016;1.0
66904593;49;2017;3.0
66904593;50;2016;2.0
66904593;51;2016;5.0
66904593;51;2017;1.0
66904593;52;2016;-1.0
66998946;0;2018;1.0
66998946;1;2017;1.0
66998946;1;2018;3.0
66998946;2;2017;1.0
66998946;2;2018;1.0
66998946;3;2017;1.0
66998946;3;2018;1.0
66998946;4;2017;1.0
66998946;5;2018;1.0
66998946;5;2019;1.0
66998946;6;2018;1.0
66998946;8;2017;1.0
66998946;8;2018;1.0
66998946;10;2019;1.0
66998946;11;2017;1.0
66998946;12;2018;4.0
66998946;13;2019;1.0
66998946;14;2018;0.0
66998946;15;2017;1.0
66998946;16;2017;1.0
66998946;17;2017;2.0
66998946;17;2018;1.0
66998946;17;2019;1.0
66998946;18;2019;1.0
66998946;19;2019;2.0
66998946;20;2019;2.0
66998946;21;2018;1.0
66998946;21;2019;1.0
66998946;22;2017;1.0
66998946;22;2018;2.0
66998946;22;2019;1.0
66998946;23;2017;2.0
66998946;24;2017;1.0
66998946;24;2018;2.0
66998946;24;2019;1.0
66998946;25;2017;1.0
66998946;26;2017;3.0
66998946;26;2019;4.0
66998946;27;2016;2.0
66998946;27;2017;1.0
66998946;27;2019;3.0
66998946;28;2017;2.0
66998946;28;2019;1.0
66998946;29;2016;0.0
66998946;29;2017;1.0
66998946;29;2018;1.0
66998946;29;2019;1.0
66998946;30;2017;2.0
66998946;30;2018;1.0
66998946;31;2016;1.0
66998946;31;2017;0.0
66998946;31;2019;2.0
66998946;32;2017;1.0
66998946;32;2019;1.0
66998946;33;2016;1.0
66998946;33;2017;1.0
66998946;33;2018;1.0
66998946;34;2016;1.0
66998946;34;2017;2.0
66998946;34;2018;1.0
66998946;35;2016;1.0
66998946;35;2017;2.0
66998946;35;2018;5.0
66998946;35;2019;2.0
66998946;36;2017;1.0
66998946;36;2018;1.0
66998946;36;2019;1.0
66998946;37;2016;1.0
66998946;37;2018;1.0
66998946;38;2016;2.0
66998946;39;2017;1.0
66998946;40;2017;1.0
66998946;40;2018;1.0
66998946;41;2017;1.0
66998946;41;2018;1.0
66998946;42;2017;1.0
66998946;42;2019;1.0
66998946;43;2017;1.0
66998946;43;2019;-1.0
66998946;44;2016;1.0
66998946;44;2017;3.0
66998946;44;2019;1.0
66998946;45;2017;1.0
66998946;45;2019;2.0
66998946;46;2016;2.0
66998946;47;2016;1.0
66998946;47;2018;1.0
66998946;48;2016;1.0
66998946;48;2018;2.0
66998946;48;2019;1.0
66998946;49;2016;1.0
66998946;49;2017;1.0
66998946;49;2018;1.0
66998946;50;2018;-1.0
66998946;51;2017;1.0
66998946;51;2019;-1.0
66998960;0;2018;4.0
66998960;0;2019;2.0
66998960;0;2020;2.0
66998960;1;2017;3.0
66998960;1;2019;1.0
66998960;1;2020;2.0
66998960;2;2017;2.0
66998960;2;2018;5.0
66998960;2;2019;2.0
66998960;3;2017;2.0
66998960;3;2018;4.0
66998960;3;2019;2.0
66998960;4;2017;1.0
66998960;4;2018;3.0
66998960;4;2019;5.0
66998960;5;2017;0.0
66998960;5;2018;8.0
66998960;5;2019;2.0
66998960;6;2017;4.0
66998960;6;2018;4.0
66998960;7;2017;4.0
66998960;7;2018;3.0
66998960;7;2019;2.0
66998960;8;2017;1.0
66998960;8;2018;8.0
66998960;8;2019;3.0
66998960;9;2017;2.0
66998960;9;2018;3.0
66998960;9;2019;4.0
66998960;10;2017;2.0
66998960;10;2018;2.0
66998960;10;2019;2.0
66998960;11;2017;2.0
66998960;11;2018;5.0
66998960;11;2019;5.0
66998960;12;2017;2.0
66998960;12;2018;1.0
66998960;12;2019;3.0
66998960;13;2017;1.0
66998960;13;2018;6.0
66998960;13;2019;5.0
66998960;14;2017;1.0
66998960;14;2018;3.0
66998960;14;2019;5.0
66998960;15;2017;1.0
66998960;15;2018;0.0
66998960;15;2019;3.0
66998960;16;2017;1.0
66998960;16;2018;6.0
66998960;16;2019;8.0
66998960;17;2018;5.0
66998960;17;2019;5.0
66998960;18;2017;2.0
66998960;18;2018;5.0
66998960;18;2019;5.0
66998960;19;2017;4.0
66998960;19;2018;3.0
66998960;19;2019;4.0
66998960;20;2017;1.0
66998960;20;2018;1.0
66998960;20;2019;3.0
66998960;21;2017;5.0
66998960;21;2018;2.0
66998960;21;2019;1.0
66998960;22;2017;1.0
66998960;22;2018;10.0
66998960;22;2019;3.0
66998960;23;2017;2.0
66998960;23;2018;1.0
66998960;23;2019;2.0
66998960;24;2017;7.0
66998960;24;2018;5.0
66998960;24;2019;2.0
66998960;25;2017;4.0
66998960;25;2018;5.0
66998960;25;2019;4.0
66998960;26;2016;2.0
66998960;26;2017;2.0
66998960;26;2018;4.0
66998960;26;2019;5.0
66998960;27;2016;1.0
66998960;27;2017;7.0
66998960;27;2018;3.0
66998960;27;2019;2.0
66998960;28;2016;1.0
66998960;28;2017;3.0
66998960;28;2018;1.0
66998960;28;2019;3.0
66998960;29;2016;2.0
66998960;29;2017;4.0
66998960;29;2018;4.0
66998960;29;2019;3.0
66998960;30;2016;6.0
66998960;30;2017;4.0
66998960;30;2018;1.0
66998960;30;2019;6.0
66998960;31;2016;1.0
66998960;31;2017;2.0
66998960;31;2018;3.0
66998960;31;2019;0.0
66998960;32;2016;2.0
66998960;32;2017;2.0
66998960;32;2018;8.0
66998960;32;2019;0.0
66998960;33;2016;2.0
66998960;33;2017;3.0
66998960;33;2018;3.0
66998960;33;2019;3.0
66998960;34;2016;4.0
66998960;34;2017;3.0
66998960;34;2018;6.0
66998960;34;2019;2.0
66998960;35;2016;1.0
66998960;35;2017;2.0
66998960;35;2018;5.0
66998960;35;2019;6.0
66998960;36;2016;4.0
66998960;36;2017;1.0
66998960;36;2018;4.0
66998960;36;2019;4.0
66998960;37;2016;2.0
66998960;37;2017;3.0
66998960;37;2018;7.0
66998960;37;2019;5.0
66998960;38;2016;1.0
66998960;38;2017;2.0
66998960;38;2018;8.0
66998960;38;2019;6.0
66998960;39;2016;4.0
66998960;39;2017;4.0
66998960;39;2018;3.0
66998960;39;2019;5.0
66998960;40;2016;1.0
66998960;40;2017;1.0
66998960;40;2018;5.0
66998960;40;2019;9.0
66998960;41;2016;2.0
66998960;41;2017;3.0
66998960;41;2018;3.0
66998960;41;2019;11.0
66998960;42;2016;2.0
66998960;42;2017;4.0
66998960;42;2018;1.0
66998960;42;2019;7.0
66998960;43;2016;3.0
66998960;43;2017;8.0
66998960;43;2018;3.0
66998960;43;2019;5.0
66998960;44;2016;7.0
66998960;44;2017;4.0
66998960;44;2018;1.0
66998960;44;2019;2.0
66998960;45;2016;2.0
66998960;45;2017;2.0
66998960;45;2018;4.0
66998960;45;2019;5.0
66998960;46;2016;2.0
66998960;46;2017;5.0
66998960;46;2018;5.0
66998960;46;2019;4.0
66998960;47;2016;1.0
66998960;47;2017;2.0
66998960;47;2018;6.0
66998960;47;2019;4.0
66998960;48;2016;2.0
66998960;48;2017;2.0
66998960;48;2018;2.0
66998960;48;2019;8.0
66998960;49;2017;4.0
66998960;49;2018;5.0
66998960;49;2019;8.0
66998960;50;2016;4.0
66998960;50;2017;4.0
66998960;50;2018;4.0
66998960;50;2019;4.0
66998960;51;2016;1.0
66998960;51;2017;8.0
66998960;51;2018;4.0
66998960;51;2019;4.0
66998960;52;2016;1.0
66998960;52;2017;5.0
66998960;52;2019;5.0
66998995;0;2019;4.0
66998995;0;2020;1.0
66998995;1;2017;7.0
66998995;1;2018;4.0
66998995;1;2019;3.0
66998995;2;2017;3.0
66998995;2;2018;2.0
66998995;2;2019;2.0
66998995;3;2017;3.0
66998995;3;2018;2.0
66998995;3;2019;2.0
66998995;4;2017;3.0
66998995;4;2018;5.0
66998995;5;2017;6.0
66998995;5;2018;4.0
66998995;5;2019;5.0
66998995;6;2017;4.0
66998995;6;2018;5.0
66998995;6;2019;5.0
66998995;7;2017;2.0
66998995;7;2018;4.0
66998995;7;2019;4.0
66998995;8;2017;3.0
66998995;8;2018;4.0
66998995;8;2019;3.0
66998995;9;2017;3.0
66998995;9;2018;4.0
66998995;9;2019;3.0
66998995;10;2017;2.0
66998995;10;2018;6.0
66998995;10;2019;3.0
66998995;11;2017;6.0
66998995;11;2018;6.0
66998995;11;2019;7.0
66998995;12;2017;4.0
66998995;12;2018;4.0
66998995;12;2019;6.0
66998995;13;2017;4.0
66998995;13;2018;6.0
66998995;13;2019;4.0
66998995;14;2017;4.0
66998995;14;2018;2.0
66998995;14;2019;8.0
66998995;15;2017;2.0
66998995;15;2018;2.0
66998995;15;2019;5.0
66998995;16;2018;9.0
66998995;16;2019;8.0
66998995;17;2017;4.0
66998995;17;2018;4.0
66998995;17;2019;3.0
66998995;18;2017;3.0
66998995;18;2018;5.0
66998995;18;2019;4.0
66998995;19;2017;3.0
66998995;19;2018;4.0
66998995;19;2019;7.0
66998995;20;2017;5.0
66998995;20;2018;7.0
66998995;20;2019;6.0
66998995;21;2017;3.0
66998995;21;2018;6.0
66998995;21;2019;2.0
66998995;22;2017;1.0
66998995;22;2018;3.0
66998995;22;2019;2.0
66998995;23;2017;7.0
66998995;23;2018;4.0
66998995;23;2019;2.0
66998995;24;2017;9.0
66998995;24;2018;3.0
66998995;24;2019;4.0
66998995;25;2017;1.0
66998995;25;2018;1.0
66998995;25;2019;1.0
66998995;26;2017;6.0
66998995;26;2018;6.0
66998995;26;2019;7.0
66998995;27;2017;5.0
66998995;27;2018;3.0
66998995;28;2017;3.0
66998995;28;2018;5.0
66998995;28;2019;3.0
66998995;29;2017;3.0
66998995;29;2018;2.0
66998995;29;2019;4.0
66998995;30;2016;4.0
66998995;30;2017;3.0
66998995;30;2018;1.0
66998995;30;2019;2.0
66998995;31;2016;3.0
66998995;31;2017;2.0
66998995;31;2018;3.0
66998995;31;2019;6.0
66998995;32;2016;2.0
66998995;32;2017;3.0
66998995;32;2018;3.0
66998995;32;2019;2.0
66998995;33;2016;1.0
66998995;33;2017;1.0
66998995;33;2018;1.0
66998995;33;2019;2.0
66998995;34;2017;2.0
66998995;34;2018;2.0
66998995;34;2019;2.0
66998995;35;2016;4.0
66998995;35;2017;7.0
66998995;35;2018;5.0
66998995;35;2019;6.0
66998995;36;2016;2.0
66998995;36;2017;1.0
66998995;36;2018;4.0
66998995;36;2019;2.0
66998995;37;2017;1.0
66998995;37;2018;5.0
66998995;37;2019;5.0
66998995;38;2016;0.0
66998995;38;2017;4.0
66998995;38;2018;5.0
66998995;38;2019;4.0
66998995;39;2016;3.0
66998995;39;2017;2.0
66998995;39;2018;5.0
66998995;39;2019;7.0
66998995;40;2016;2.0
66998995;40;2017;5.0
66998995;40;2018;6.0
66998995;40;2019;5.0
66998995;41;2016;2.0
66998995;41;2017;6.0
66998995;41;2018;2.0
66998995;41;2019;3.0
66998995;42;2016;1.0
66998995;42;2017;6.0
66998995;42;2018;6.0
66998995;42;2019;1.0
66998995;43;2016;4.0
66998995;43;2017;3.0
66998995;43;2018;7.0
66998995;43;2019;3.0
66998995;44;2017;2.0
66998995;44;2018;3.0
66998995;44;2019;3.0
66998995;45;2016;3.0
66998995;45;2017;3.0
66998995;45;2018;9.0
66998995;45;2019;1.0
66998995;46;2016;3.0
66998995;46;2017;2.0
66998995;46;2018;3.0
66998995;47;2016;1.0
66998995;47;2017;3.0
66998995;47;2018;4.0
66998995;47;2019;3.0
66998995;48;2016;2.0
66998995;48;2017;4.0
66998995;48;2018;2.0
66998995;49;2016;3.0
66998995;49;2017;2.0
66998995;49;2018;5.0
66998995;49;2019;1.0
66998995;50;2016;4.0
66998995;50;2017;6.0
66998995;50;2018;4.0
66998995;51;2016;1.0
66998995;51;2017;5.0
66998995;51;2018;1.0
66998995;51;2019;2.0
66998995;52;2016;1.0
66998995;52;2017;3.0
66999072;0;2019;3.0
66999072;0;2020;4.0
66999072;1;2017;1.0
66999072;1;2018;3.0
66999072;1;2019;2.0
66999072;2;2017;2.0
66999072;2;2019;5.0
66999072;3;2018;5.0
66999072;3;2019;1.0
66999072;4;2017;1.0
66999072;4;2018;4.0
66999072;4;2019;2.0
66999072;5;2018;2.0
66999072;5;2019;3.0
66999072;6;2018;6.0
66999072;6;2019;3.0
66999072;7;2017;1.0
66999072;7;2018;4.0
66999072;7;2019;2.0
66999072;8;2018;5.0
66999072;8;2019;1.0
66999072;9;2018;6.0
66999072;9;2019;2.0
66999072;10;2017;1.0
66999072;10;2018;2.0
66999072;10;2019;1.0
66999072;11;2018;2.0
66999072;11;2019;3.0
66999072;12;2018;4.0
66999072;12;2019;4.0
66999072;13;2018;4.0
66999072;13;2019;3.0
66999072;14;2018;1.0
66999072;14;2019;2.0
66999072;15;2017;1.0
66999072;15;2018;7.0
66999072;15;2019;4.0
66999072;16;2017;2.0
66999072;16;2018;1.0
66999072;16;2019;5.0
66999072;17;2018;5.0
66999072;17;2019;4.0
66999072;18;2017;2.0
66999072;18;2018;3.0
66999072;18;2019;3.0
66999072;19;2018;3.0
66999072;19;2019;2.0
66999072;20;2018;3.0
66999072;20;2019;2.0
66999072;21;2018;1.0
66999072;21;2019;4.0
66999072;22;2018;6.0
66999072;22;2019;2.0
66999072;23;2017;3.0
66999072;23;2019;4.0
66999072;24;2018;2.0
66999072;24;2019;3.0
66999072;25;2018;3.0
66999072;25;2019;3.0
66999072;26;2017;1.0
66999072;26;2018;2.0
66999072;26;2019;2.0
66999072;27;2017;1.0
66999072;27;2018;1.0
66999072;27;2019;4.0
66999072;28;2018;3.0
66999072;28;2019;2.0
66999072;29;2016;1.0
66999072;29;2017;1.0
66999072;29;2018;4.0
66999072;29;2019;3.0
66999072;30;2016;-1.0
66999072;30;2018;2.0
66999072;30;2019;1.0
66999072;31;2018;1.0
66999072;31;2019;1.0
66999072;32;2017;2.0
66999072;32;2018;2.0
66999072;32;2019;4.0
66999072;33;2017;2.0
66999072;33;2018;2.0
66999072;33;2019;1.0
66999072;34;2018;1.0
66999072;34;2019;3.0
66999072;35;2017;1.0
66999072;35;2019;2.0
66999072;36;2016;1.0
66999072;36;2018;5.0
66999072;36;2019;7.0
66999072;37;2017;1.0
66999072;37;2018;2.0
66999072;37;2019;8.0
66999072;38;2018;5.0
66999072;38;2019;2.0
66999072;39;2018;1.0
66999072;39;2019;4.0
66999072;40;2018;1.0
66999072;40;2019;6.0
66999072;41;2017;1.0
66999072;41;2018;5.0
66999072;41;2019;4.0
66999072;42;2018;4.0
66999072;42;2019;5.0
66999072;43;2017;1.0
66999072;43;2018;2.0
66999072;43;2019;6.0
66999072;44;2017;2.0
66999072;44;2018;6.0
66999072;44;2019;2.0
66999072;45;2016;2.0
66999072;45;2017;2.0
66999072;45;2018;1.0
66999072;45;2019;4.0
66999072;46;2018;4.0
66999072;46;2019;5.0
66999072;47;2018;2.0
66999072;47;2019;3.0
66999072;48;2017;1.0
66999072;48;2018;6.0
66999072;48;2019;6.0
66999072;49;2017;3.0
66999072;49;2018;1.0
66999072;49;2019;2.0
66999072;50;2016;1.0
66999072;50;2017;3.0
66999072;50;2018;3.0
66999072;50;2019;8.0
66999072;51;2018;3.0
66999072;51;2019;1.0
66999072;52;2017;7.0
66999072;52;2018;-1.0
66999072;52;2019;1.0
66999093;2;2017;1.0
66999093;3;2019;1.0
66999093;9;2017;1.0
66999093;10;2018;1.0
66999093;11;2017;1.0
66999093;11;2019;1.0
66999093;12;2017;1.0
66999093;12;2018;2.0
66999093;16;2018;1.0
66999093;17;2018;1.0
66999093;19;2018;1.0
66999093;19;2019;1.0
66999093;20;2017;1.0
66999093;21;2018;2.0
66999093;22;2019;1.0
66999093;23;2019;1.0
66999093;24;2018;1.0
66999093;25;2019;1.0
66999093;27;2019;3.0
66999093;28;2019;2.0
66999093;30;2019;1.0
66999093;31;2016;1.0
66999093;33;2019;1.0
66999093;34;2016;1.0
66999093;34;2019;2.0
66999093;35;2017;1.0
66999093;36;2019;-1.0
66999093;37;2018;1.0
66999093;40;2018;1.0
66999093;41;2017;1.0
66999093;41;2018;1.0
66999093;43;2016;1.0
66999093;43;2018;1.0
66999093;43;2019;1.0
66999093;44;2018;2.0
66999093;46;2018;1.0
66999093;46;2019;0.0
66999093;47;2018;-1.0
66999093;47;2019;1.0
66999093;49;2016;1.0
66999093;49;2018;1.0
66999093;50;2018;1.0
66999093;50;2019;1.0
66999114;0;2018;3.0
66999114;0;2019;4.0
66999114;0;2020;5.0
66999114;1;2017;2.0
66999114;1;2018;4.0
66999114;1;2019;2.0
66999114;1;2020;1.0
66999114;2;2018;1.0
66999114;2;2019;2.0
66999114;3;2017;1.0
66999114;3;2018;5.0
66999114;3;2019;2.0
66999114;4;2019;4.0
66999114;5;2017;3.0
66999114;5;2018;2.0
66999114;5;2019;4.0
66999114;6;2018;3.0
66999114;6;2019;2.0
66999114;7;2017;2.0
66999114;7;2018;3.0
66999114;7;2019;6.0
66999114;8;2017;1.0
66999114;8;2018;6.0
66999114;8;2019;6.0
66999114;9;2017;2.0
66999114;9;2018;3.0
66999114;9;2019;6.0
66999114;10;2017;3.0
66999114;10;2018;0.0
66999114;10;2019;6.0
66999114;11;2018;2.0
66999114;11;2019;2.0
66999114;12;2017;2.0
66999114;12;2018;3.0
66999114;12;2019;6.0
66999114;13;2017;0.0
66999114;13;2018;2.0
66999114;13;2019;4.0
66999114;14;2017;2.0
66999114;14;2018;5.0
66999114;14;2019;5.0
66999114;15;2017;1.0
66999114;15;2018;4.0
66999114;15;2019;6.0
66999114;16;2017;3.0
66999114;16;2018;3.0
66999114;16;2019;6.0
66999114;17;2018;3.0
66999114;17;2019;3.0
66999114;18;2017;2.0
66999114;18;2018;2.0
66999114;18;2019;1.0
66999114;19;2018;1.0
66999114;19;2019;9.0
66999114;20;2017;1.0
66999114;20;2018;7.0
66999114;20;2019;4.0
66999114;21;2017;2.0
66999114;21;2018;4.0
66999114;21;2019;7.0
66999114;22;2018;3.0
66999114;22;2019;7.0
66999114;23;2017;3.0
66999114;23;2018;5.0
66999114;23;2019;7.0
66999114;24;2017;1.0
66999114;24;2018;7.0
66999114;24;2019;5.0
66999114;25;2017;2.0
66999114;25;2018;6.0
66999114;25;2019;4.0
66999114;26;2017;1.0
66999114;26;2018;4.0
66999114;26;2019;4.0
66999114;27;2016;1.0
66999114;27;2017;2.0
66999114;27;2018;2.0
66999114;27;2019;3.0
66999114;28;2016;1.0
66999114;28;2017;3.0
66999114;28;2018;5.0
66999114;28;2019;3.0
66999114;29;2017;1.0
66999114;29;2018;3.0
66999114;29;2019;3.0
